Overall,Balance,Stamina,Strength,HeadingAccuracy,ShortPassing,LongPassing,Dribbling,BallControl,Acceleration,SprintSpeed,Agility,ShotPower,Aggression,Jumping,Vision,Composure,StandingTackle,SlidingTackle
63,53.0,21.0,61.0,16.0,27.0,23.0,11.0,23.0,40.0,40.0,39.0,18.0,20.0,53.0,37.0,55.0,17.0,11.0
63,73.0,51.0,56.0,59.0,52.0,41.0,76.0,58.0,60.0,62.0,57.0,75.0,31.0,51.0,53.0,49.0,21.0,21.0
63,71.0,68.0,41.0,58.0,55.0,26.0,63.0,62.0,77.0,79.0,74.0,55.0,54.0,49.0,54.0,59.0,60.0,57.0
63,83.0,63.0,49.0,43.0,67.0,62.0,65.0,66.0,73.0,67.0,78.0,62.0,53.0,84.0,58.0,63.0,47.0,59.0
63,75.0,61.0,54.0,34.0,62.0,57.0,68.0,66.0,74.0,80.0,76.0,56.0,44.0,81.0,55.0,58.0,26.0,24.0
63,71.0,72.0,60.0,34.0,56.0,45.0,62.0,64.0,83.0,84.0,79.0,51.0,23.0,56.0,56.0,57.0,27.0,26.0
63,74.0,66.0,31.0,31.0,70.0,63.0,67.0,69.0,69.0,64.0,83.0,44.0,37.0,72.0,67.0,60.0,35.0,49.0
63,56.0,64.0,72.0,57.0,49.0,42.0,38.0,53.0,54.0,58.0,41.0,40.0,53.0,75.0,35.0,47.0,67.0,61.0
63,73.0,75.0,59.0,48.0,66.0,56.0,60.0,64.0,71.0,75.0,66.0,65.0,72.0,55.0,59.0,63.0,55.0,62.0
63,63.0,74.0,64.0,54.0,53.0,33.0,64.0,57.0,84.0,79.0,73.0,53.0,76.0,51.0,61.0,62.0,42.0,48.0
63,50.0,55.0,86.0,72.0,60.0,49.0,58.0,61.0,41.0,60.0,66.0,58.0,45.0,63.0,46.0,47.0,23.0,16.0
63,37.0,69.0,78.0,57.0,43.0,28.0,34.0,45.0,56.0,50.0,45.0,35.0,59.0,67.0,25.0,48.0,63.0,62.0
63,78.0,39.0,49.0,45.0,64.0,62.0,69.0,67.0,78.0,68.0,84.0,67.0,46.0,51.0,65.0,65.0,40.0,44.0
63,55.0,53.0,69.0,56.0,39.0,36.0,16.0,44.0,53.0,65.0,30.0,39.0,74.0,66.0,39.0,49.0,63.0,58.0
63,58.0,42.0,70.0,18.0,35.0,31.0,22.0,12.0,57.0,53.0,64.0,24.0,24.0,63.0,33.0,43.0,12.0,19.0
63,74.0,54.0,68.0,61.0,61.0,57.0,63.0,66.0,67.0,77.0,44.0,66.0,64.0,71.0,62.0,56.0,25.0,28.0
63,80.0,69.0,64.0,62.0,63.0,59.0,64.0,59.0,73.0,74.0,70.0,61.0,30.0,67.0,65.0,66.0,19.0,19.0
63,70.0,85.0,61.0,48.0,58.0,73.0,42.0,64.0,71.0,72.0,56.0,42.0,57.0,77.0,56.0,47.0,60.0,54.0
63,50.0,69.0,71.0,56.0,59.0,46.0,66.0,63.0,73.0,78.0,67.0,64.0,32.0,39.0,62.0,57.0,31.0,30.0
63,81.0,49.0,51.0,31.0,60.0,48.0,72.0,65.0,77.0,73.0,74.0,55.0,34.0,42.0,58.0,64.0,25.0,29.0
63,54.0,69.0,66.0,50.0,56.0,52.0,63.0,63.0,76.0,79.0,63.0,62.0,47.0,31.0,46.0,61.0,40.0,39.0
63,70.0,74.0,77.0,55.0,67.0,58.0,47.0,56.0,53.0,63.0,61.0,40.0,66.0,63.0,59.0,50.0,64.0,58.0
63,73.0,73.0,74.0,52.0,52.0,42.0,65.0,61.0,84.0,86.0,74.0,69.0,45.0,71.0,52.0,48.0,23.0,24.0
63,48.0,33.0,70.0,11.0,27.0,20.0,14.0,21.0,55.0,58.0,58.0,25.0,35.0,68.0,18.0,61.0,14.0,15.0
63,79.0,63.0,57.0,45.0,61.0,57.0,61.0,65.0,78.0,86.0,67.0,55.0,51.0,56.0,56.0,59.0,35.0,42.0
63,77.0,50.0,52.0,45.0,65.0,66.0,73.0,72.0,64.0,68.0,59.0,68.0,43.0,52.0,56.0,67.0,38.0,42.0
63,44.0,16.0,51.0,14.0,21.0,16.0,11.0,10.0,26.0,15.0,39.0,15.0,27.0,59.0,26.0,24.0,11.0,10.0
63,77.0,66.0,62.0,42.0,59.0,51.0,62.0,60.0,73.0,71.0,70.0,64.0,68.0,57.0,47.0,48.0,66.0,65.0
63,65.0,74.0,67.0,48.0,67.0,65.0,58.0,64.0,67.0,69.0,58.0,60.0,64.0,61.0,55.0,60.0,64.0,63.0
63,87.0,73.0,60.0,58.0,58.0,49.0,65.0,60.0,90.0,87.0,84.0,62.0,33.0,78.0,52.0,53.0,37.0,32.0
63,70.0,76.0,63.0,56.0,60.0,56.0,59.0,61.0,77.0,76.0,67.0,56.0,64.0,64.0,56.0,58.0,59.0,58.0
63,46.0,60.0,75.0,57.0,65.0,60.0,61.0,66.0,49.0,50.0,59.0,57.0,71.0,52.0,66.0,55.0,61.0,60.0
63,60.0,65.0,84.0,56.0,58.0,49.0,57.0,58.0,59.0,61.0,56.0,67.0,50.0,63.0,52.0,55.0,25.0,19.0
63,41.0,68.0,73.0,63.0,64.0,40.0,33.0,41.0,66.0,65.0,55.0,44.0,53.0,71.0,32.0,56.0,70.0,62.0
63,66.0,71.0,64.0,42.0,66.0,63.0,66.0,66.0,75.0,77.0,68.0,62.0,56.0,46.0,62.0,60.0,46.0,41.0
63,70.0,76.0,76.0,52.0,62.0,61.0,59.0,61.0,69.0,75.0,69.0,68.0,58.0,56.0,59.0,57.0,54.0,52.0
63,88.0,46.0,33.0,31.0,63.0,53.0,70.0,66.0,75.0,68.0,85.0,55.0,34.0,53.0,56.0,48.0,21.0,11.0
63,72.0,59.0,69.0,55.0,58.0,45.0,62.0,59.0,66.0,67.0,65.0,68.0,70.0,61.0,45.0,56.0,70.0,68.0
63,61.0,62.0,71.0,60.0,57.0,45.0,35.0,51.0,61.0,58.0,57.0,40.0,58.0,75.0,32.0,44.0,64.0,59.0
63,53.0,65.0,74.0,54.0,60.0,59.0,64.0,65.0,54.0,55.0,65.0,58.0,77.0,65.0,58.0,66.0,58.0,53.0
63,62.0,47.0,64.0,62.0,64.0,58.0,64.0,60.0,65.0,76.0,70.0,66.0,57.0,70.0,58.0,58.0,35.0,21.0
63,72.0,76.0,63.0,45.0,64.0,64.0,61.0,62.0,72.0,74.0,78.0,65.0,62.0,82.0,65.0,68.0,60.0,56.0
63,42.0,33.0,49.0,12.0,36.0,23.0,12.0,23.0,37.0,38.0,48.0,21.0,37.0,43.0,33.0,50.0,10.0,14.0
63,22.0,16.0,50.0,20.0,13.0,15.0,11.0,13.0,21.0,17.0,25.0,22.0,24.0,37.0,26.0,35.0,12.0,15.0
63,37.0,22.0,52.0,12.0,25.0,33.0,14.0,16.0,40.0,40.0,39.0,25.0,26.0,57.0,26.0,43.0,12.0,13.0
63,56.0,73.0,86.0,63.0,63.0,34.0,58.0,57.0,66.0,65.0,37.0,36.0,40.0,88.0,27.0,69.0,67.0,52.0
63,36.0,66.0,60.0,59.0,70.0,63.0,57.0,62.0,67.0,55.0,69.0,62.0,63.0,66.0,60.0,59.0,63.0,57.0
63,75.0,62.0,45.0,52.0,72.0,65.0,68.0,66.0,75.0,72.0,59.0,45.0,62.0,55.0,60.0,66.0,66.0,63.0
63,50.0,31.0,47.0,8.0,39.0,37.0,7.0,24.0,44.0,46.0,53.0,16.0,18.0,69.0,30.0,35.0,10.0,9.0
63,81.0,71.0,53.0,47.0,56.0,42.0,64.0,62.0,76.0,74.0,74.0,54.0,39.0,82.0,59.0,56.0,35.0,33.0
63,34.0,56.0,71.0,64.0,38.0,35.0,30.0,43.0,57.0,54.0,54.0,48.0,60.0,70.0,34.0,60.0,67.0,65.0
63,64.0,60.0,63.0,52.0,59.0,45.0,67.0,62.0,75.0,74.0,75.0,68.0,31.0,74.0,62.0,66.0,19.0,18.0
62,43.0,20.0,47.0,11.0,26.0,25.0,9.0,15.0,29.0,22.0,27.0,15.0,28.0,56.0,51.0,38.0,10.0,14.0
62,67.0,53.0,68.0,56.0,48.0,41.0,32.0,52.0,65.0,66.0,64.0,56.0,63.0,74.0,32.0,45.0,63.0,61.0
62,87.0,58.0,45.0,49.0,58.0,54.0,68.0,63.0,78.0,77.0,59.0,64.0,26.0,58.0,58.0,49.0,11.0,18.0
62,81.0,70.0,68.0,42.0,62.0,53.0,59.0,63.0,75.0,78.0,72.0,65.0,58.0,69.0,45.0,64.0,65.0,59.0
62,54.0,59.0,78.0,63.0,54.0,47.0,31.0,37.0,50.0,48.0,30.0,37.0,66.0,52.0,33.0,48.0,68.0,63.0
62,74.0,68.0,67.0,38.0,63.0,57.0,62.0,61.0,77.0,76.0,65.0,65.0,40.0,59.0,55.0,57.0,32.0,35.0
62,65.0,69.0,65.0,58.0,63.0,61.0,62.0,63.0,68.0,67.0,71.0,66.0,66.0,67.0,57.0,56.0,57.0,60.0
62,35.0,41.0,68.0,18.0,32.0,33.0,17.0,19.0,48.0,53.0,27.0,35.0,32.0,63.0,37.0,42.0,17.0,9.0
62,72.0,53.0,56.0,55.0,49.0,38.0,56.0,59.0,76.0,67.0,75.0,63.0,29.0,62.0,49.0,50.0,17.0,18.0
62,74.0,66.0,64.0,52.0,59.0,53.0,55.0,62.0,75.0,77.0,66.0,45.0,66.0,64.0,49.0,48.0,60.0,57.0
62,68.0,66.0,69.0,53.0,62.0,60.0,55.0,58.0,48.0,53.0,50.0,64.0,72.0,64.0,58.0,59.0,64.0,63.0
62,70.0,46.0,64.0,64.0,43.0,40.0,30.0,49.0,49.0,58.0,49.0,40.0,62.0,73.0,30.0,47.0,65.0,63.0
62,51.0,55.0,61.0,58.0,60.0,55.0,48.0,58.0,43.0,47.0,34.0,46.0,55.0,74.0,39.0,54.0,63.0,64.0
62,48.0,56.0,72.0,64.0,55.0,26.0,57.0,55.0,60.0,61.0,54.0,62.0,27.0,60.0,49.0,49.0,17.0,10.0
62,60.0,74.0,70.0,64.0,56.0,60.0,36.0,45.0,48.0,50.0,79.0,45.0,72.0,63.0,45.0,45.0,60.0,65.0
62,90.0,75.0,38.0,36.0,64.0,60.0,64.0,63.0,71.0,67.0,76.0,60.0,38.0,61.0,64.0,59.0,54.0,43.0
62,54.0,67.0,67.0,39.0,69.0,56.0,68.0,69.0,63.0,70.0,62.0,65.0,55.0,40.0,60.0,58.0,52.0,47.0
62,60.0,69.0,72.0,48.0,47.0,46.0,73.0,65.0,75.0,79.0,68.0,70.0,31.0,71.0,53.0,57.0,34.0,29.0
62,60.0,55.0,68.0,60.0,55.0,49.0,65.0,66.0,74.0,73.0,64.0,65.0,41.0,46.0,47.0,46.0,17.0,20.0
62,53.0,35.0,60.0,14.0,30.0,22.0,19.0,23.0,58.0,60.0,44.0,24.0,20.0,74.0,44.0,39.0,12.0,15.0
62,75.0,70.0,59.0,48.0,57.0,48.0,60.0,61.0,80.0,82.0,72.0,27.0,55.0,65.0,42.0,49.0,61.0,59.0
62,73.0,53.0,50.0,46.0,58.0,57.0,66.0,66.0,74.0,72.0,70.0,67.0,31.0,47.0,53.0,48.0,28.0,26.0
62,87.0,44.0,39.0,34.0,60.0,49.0,66.0,64.0,73.0,72.0,86.0,57.0,41.0,55.0,63.0,57.0,29.0,25.0
62,61.0,74.0,64.0,54.0,63.0,62.0,59.0,62.0,62.0,58.0,65.0,51.0,61.0,74.0,59.0,62.0,62.0,60.0
62,64.0,70.0,80.0,44.0,60.0,57.0,45.0,60.0,62.0,70.0,52.0,26.0,64.0,69.0,34.0,52.0,62.0,58.0
62,62.0,60.0,68.0,63.0,54.0,38.0,54.0,55.0,66.0,65.0,55.0,60.0,32.0,67.0,49.0,53.0,16.0,14.0
62,44.0,19.0,46.0,13.0,24.0,27.0,9.0,18.0,21.0,29.0,36.0,18.0,21.0,62.0,35.0,42.0,10.0,10.0
62,60.0,71.0,67.0,56.0,61.0,58.0,56.0,59.0,66.0,62.0,61.0,58.0,61.0,51.0,49.0,56.0,63.0,62.0
62,52.0,63.0,70.0,61.0,59.0,34.0,32.0,60.0,60.0,58.0,54.0,37.0,52.0,67.0,31.0,54.0,62.0,65.0
62,50.0,69.0,75.0,53.0,55.0,42.0,22.0,44.0,62.0,62.0,61.0,60.0,59.0,70.0,32.0,64.0,63.0,54.0
62,26.0,28.0,72.0,11.0,30.0,23.0,6.0,16.0,28.0,30.0,25.0,25.0,22.0,56.0,38.0,50.0,12.0,11.0
62,64.0,69.0,76.0,60.0,50.0,44.0,44.0,46.0,68.0,74.0,57.0,39.0,71.0,72.0,34.0,45.0,63.0,62.0
62,48.0,25.0,53.0,14.0,25.0,27.0,10.0,11.0,42.0,40.0,52.0,15.0,17.0,72.0,30.0,27.0,10.0,14.0
62,64.0,58.0,55.0,56.0,56.0,35.0,71.0,70.0,74.0,75.0,74.0,62.0,38.0,56.0,51.0,54.0,18.0,16.0
62,62.0,65.0,65.0,51.0,56.0,60.0,64.0,55.0,79.0,83.0,75.0,47.0,30.0,75.0,63.0,52.0,15.0,11.0
62,31.0,28.0,74.0,16.0,29.0,26.0,16.0,13.0,18.0,26.0,42.0,22.0,27.0,34.0,40.0,36.0,17.0,13.0
62,74.0,52.0,57.0,39.0,59.0,55.0,68.0,64.0,68.0,69.0,73.0,60.0,35.0,73.0,57.0,52.0,28.0,31.0
62,75.0,69.0,48.0,46.0,37.0,34.0,61.0,63.0,73.0,74.0,71.0,31.0,59.0,54.0,65.0,46.0,65.0,66.0
62,57.0,61.0,70.0,60.0,52.0,49.0,43.0,51.0,59.0,63.0,60.0,36.0,65.0,70.0,47.0,48.0,64.0,63.0
62,70.0,65.0,63.0,40.0,63.0,60.0,62.0,63.0,77.0,73.0,86.0,61.0,35.0,62.0,59.0,50.0,45.0,41.0
62,48.0,32.0,56.0,17.0,23.0,31.0,17.0,23.0,37.0,39.0,40.0,11.0,28.0,65.0,37.0,53.0,12.0,11.0
62,59.0,80.0,82.0,68.0,63.0,55.0,53.0,51.0,59.0,43.0,61.0,56.0,65.0,75.0,44.0,66.0,65.0,62.0
62,71.0,65.0,67.0,62.0,61.0,62.0,32.0,60.0,60.0,61.0,70.0,59.0,62.0,74.0,58.0,55.0,64.0,58.0
62,73.0,60.0,52.0,42.0,63.0,57.0,68.0,62.0,69.0,70.0,69.0,58.0,45.0,65.0,65.0,48.0,36.0,41.0
62,24.0,37.0,67.0,10.0,27.0,23.0,12.0,22.0,19.0,15.0,29.0,23.0,28.0,39.0,40.0,33.0,14.0,14.0
62,60.0,66.0,66.0,60.0,48.0,38.0,29.0,43.0,61.0,58.0,49.0,51.0,53.0,70.0,30.0,45.0,69.0,67.0
62,67.0,68.0,68.0,54.0,66.0,61.0,60.0,64.0,68.0,67.0,63.0,73.0,58.0,66.0,63.0,61.0,57.0,50.0
62,34.0,56.0,74.0,65.0,37.0,31.0,34.0,38.0,51.0,54.0,40.0,36.0,69.0,70.0,32.0,49.0,65.0,59.0
62,48.0,40.0,55.0,18.0,21.0,25.0,19.0,16.0,33.0,35.0,38.0,16.0,19.0,53.0,36.0,42.0,18.0,13.0
62,66.0,81.0,65.0,46.0,55.0,52.0,52.0,55.0,67.0,69.0,68.0,35.0,58.0,65.0,57.0,57.0,59.0,64.0
62,72.0,62.0,55.0,37.0,55.0,37.0,58.0,57.0,73.0,63.0,68.0,34.0,54.0,64.0,47.0,65.0,62.0,65.0
62,56.0,60.0,66.0,55.0,45.0,39.0,38.0,44.0,63.0,81.0,50.0,49.0,56.0,78.0,33.0,45.0,71.0,70.0
62,43.0,55.0,77.0,57.0,52.0,26.0,26.0,53.0,51.0,51.0,50.0,42.0,64.0,55.0,27.0,56.0,61.0,60.0
62,65.0,60.0,70.0,55.0,60.0,49.0,53.0,54.0,61.0,52.0,61.0,52.0,62.0,63.0,45.0,44.0,63.0,59.0
62,54.0,59.0,73.0,63.0,56.0,47.0,41.0,47.0,66.0,66.0,61.0,37.0,58.0,60.0,39.0,52.0,63.0,59.0
62,80.0,59.0,49.0,52.0,58.0,47.0,72.0,66.0,82.0,75.0,80.0,67.0,33.0,53.0,57.0,52.0,14.0,16.0
62,66.0,82.0,70.0,59.0,58.0,62.0,56.0,58.0,62.0,69.0,60.0,56.0,64.0,80.0,51.0,58.0,59.0,60.0
62,54.0,69.0,74.0,65.0,60.0,58.0,45.0,59.0,55.0,60.0,50.0,40.0,69.0,73.0,43.0,51.0,66.0,62.0
62,59.0,63.0,60.0,62.0,57.0,35.0,59.0,57.0,62.0,52.0,53.0,63.0,68.0,71.0,49.0,49.0,20.0,19.0
62,73.0,61.0,69.0,32.0,58.0,55.0,66.0,63.0,78.0,80.0,70.0,57.0,69.0,53.0,60.0,54.0,26.0,21.0
62,65.0,71.0,71.0,55.0,45.0,35.0,41.0,51.0,56.0,57.0,58.0,36.0,55.0,70.0,39.0,57.0,65.0,64.0
62,59.0,63.0,68.0,64.0,41.0,34.0,32.0,38.0,56.0,65.0,62.0,48.0,59.0,69.0,30.0,60.0,65.0,64.0
62,73.0,68.0,60.0,42.0,58.0,53.0,56.0,55.0,72.0,68.0,67.0,42.0,57.0,65.0,54.0,44.0,66.0,67.0
62,66.0,29.0,54.0,15.0,23.0,18.0,12.0,19.0,49.0,47.0,34.0,25.0,20.0,59.0,52.0,51.0,16.0,18.0
62,90.0,74.0,46.0,41.0,66.0,60.0,63.0,69.0,67.0,65.0,79.0,52.0,57.0,75.0,60.0,45.0,53.0,44.0
62,75.0,51.0,48.0,48.0,57.0,55.0,68.0,67.0,79.0,69.0,70.0,58.0,31.0,40.0,49.0,47.0,20.0,29.0
62,77.0,66.0,65.0,45.0,58.0,47.0,59.0,59.0,76.0,74.0,72.0,48.0,61.0,64.0,42.0,49.0,64.0,62.0
62,55.0,53.0,68.0,68.0,42.0,30.0,58.0,64.0,52.0,54.0,45.0,61.0,19.0,64.0,51.0,59.0,24.0,26.0
62,76.0,65.0,58.0,38.0,68.0,61.0,59.0,64.0,66.0,68.0,66.0,42.0,67.0,70.0,61.0,68.0,61.0,54.0
62,62.0,56.0,69.0,61.0,54.0,44.0,64.0,60.0,58.0,54.0,55.0,62.0,50.0,63.0,52.0,58.0,21.0,19.0
62,72.0,70.0,71.0,53.0,56.0,56.0,58.0,59.0,81.0,80.0,61.0,43.0,54.0,68.0,40.0,60.0,60.0,58.0
62,78.0,50.0,59.0,51.0,63.0,55.0,57.0,59.0,75.0,73.0,71.0,66.0,65.0,62.0,54.0,61.0,61.0,60.0
62,68.0,70.0,69.0,49.0,59.0,50.0,52.0,55.0,71.0,74.0,76.0,68.0,55.0,50.0,50.0,42.0,59.0,60.0
62,75.0,55.0,64.0,35.0,56.0,47.0,67.0,65.0,75.0,77.0,73.0,54.0,38.0,74.0,46.0,58.0,19.0,21.0
62,62.0,60.0,70.0,59.0,47.0,32.0,61.0,64.0,72.0,75.0,60.0,62.0,41.0,71.0,44.0,51.0,12.0,19.0
62,81.0,69.0,39.0,38.0,65.0,50.0,70.0,63.0,84.0,86.0,85.0,48.0,39.0,49.0,49.0,48.0,27.0,32.0
62,70.0,69.0,67.0,45.0,56.0,53.0,57.0,59.0,73.0,82.0,71.0,50.0,60.0,71.0,49.0,59.0,61.0,62.0
62,27.0,20.0,58.0,13.0,22.0,29.0,10.0,17.0,30.0,21.0,27.0,17.0,19.0,37.0,22.0,47.0,11.0,12.0
62,80.0,53.0,40.0,51.0,60.0,44.0,65.0,68.0,63.0,63.0,86.0,62.0,32.0,53.0,56.0,58.0,19.0,15.0
62,72.0,68.0,75.0,64.0,58.0,52.0,57.0,61.0,67.0,69.0,77.0,62.0,56.0,71.0,57.0,55.0,19.0,18.0
62,80.0,68.0,52.0,53.0,57.0,45.0,60.0,62.0,78.0,76.0,85.0,58.0,53.0,55.0,56.0,58.0,21.0,19.0
62,74.0,60.0,40.0,39.0,59.0,34.0,66.0,68.0,78.0,69.0,79.0,60.0,40.0,62.0,55.0,48.0,35.0,29.0
62,58.0,67.0,66.0,59.0,60.0,55.0,51.0,53.0,62.0,64.0,60.0,48.0,59.0,66.0,46.0,60.0,67.0,66.0
62,72.0,68.0,59.0,53.0,65.0,58.0,54.0,63.0,63.0,54.0,57.0,60.0,46.0,60.0,55.0,61.0,63.0,56.0
62,52.0,86.0,75.0,72.0,45.0,40.0,25.0,35.0,49.0,54.0,51.0,52.0,70.0,74.0,26.0,50.0,63.0,62.0
62,58.0,56.0,69.0,54.0,59.0,56.0,55.0,57.0,62.0,64.0,52.0,30.0,50.0,68.0,47.0,54.0,60.0,58.0
62,82.0,71.0,61.0,40.0,44.0,43.0,56.0,55.0,82.0,83.0,73.0,33.0,53.0,71.0,37.0,42.0,62.0,59.0
62,63.0,58.0,59.0,36.0,64.0,57.0,65.0,66.0,67.0,64.0,69.0,51.0,53.0,66.0,45.0,50.0,40.0,39.0
62,67.0,57.0,67.0,62.0,37.0,28.0,33.0,49.0,39.0,50.0,43.0,48.0,52.0,67.0,35.0,48.0,67.0,66.0
62,72.0,70.0,59.0,43.0,52.0,46.0,66.0,65.0,79.0,79.0,77.0,60.0,32.0,53.0,54.0,56.0,45.0,41.0
62,68.0,40.0,36.0,30.0,63.0,51.0,65.0,67.0,73.0,70.0,74.0,40.0,40.0,63.0,58.0,55.0,24.0,35.0
62,48.0,47.0,87.0,72.0,44.0,39.0,48.0,55.0,41.0,51.0,46.0,74.0,32.0,60.0,54.0,62.0,22.0,17.0
62,66.0,33.0,54.0,59.0,58.0,52.0,63.0,62.0,66.0,64.0,60.0,59.0,49.0,61.0,53.0,59.0,25.0,22.0
62,39.0,84.0,85.0,53.0,64.0,63.0,60.0,60.0,66.0,67.0,59.0,68.0,85.0,48.0,59.0,58.0,63.0,51.0
62,67.0,68.0,62.0,54.0,61.0,58.0,59.0,60.0,66.0,64.0,65.0,59.0,67.0,68.0,58.0,61.0,58.0,59.0
62,60.0,60.0,74.0,59.0,55.0,40.0,60.0,59.0,75.0,75.0,66.0,64.0,60.0,68.0,54.0,65.0,23.0,25.0
62,59.0,58.0,69.0,64.0,58.0,47.0,48.0,58.0,63.0,62.0,45.0,42.0,65.0,70.0,38.0,54.0,67.0,59.0
62,36.0,65.0,77.0,51.0,48.0,51.0,43.0,47.0,45.0,53.0,56.0,43.0,59.0,76.0,24.0,53.0,65.0,62.0
62,55.0,61.0,63.0,68.0,56.0,38.0,33.0,51.0,50.0,52.0,49.0,32.0,58.0,74.0,32.0,54.0,65.0,60.0
62,55.0,74.0,69.0,43.0,48.0,38.0,60.0,55.0,72.0,76.0,52.0,40.0,65.0,63.0,43.0,47.0,62.0,61.0
62,68.0,46.0,57.0,63.0,57.0,53.0,59.0,58.0,66.0,67.0,69.0,60.0,55.0,66.0,53.0,56.0,62.0,59.0
62,74.0,61.0,75.0,41.0,48.0,56.0,66.0,63.0,71.0,61.0,57.0,65.0,42.0,46.0,68.0,64.0,26.0,23.0
62,68.0,71.0,61.0,40.0,56.0,54.0,64.0,61.0,77.0,78.0,66.0,62.0,55.0,46.0,56.0,58.0,45.0,48.0
62,68.0,78.0,66.0,45.0,62.0,55.0,61.0,62.0,62.0,67.0,72.0,48.0,38.0,59.0,59.0,63.0,60.0,58.0
62,64.0,43.0,60.0,11.0,22.0,23.0,13.0,22.0,52.0,49.0,64.0,20.0,24.0,70.0,34.0,43.0,11.0,11.0
62,72.0,58.0,56.0,56.0,64.0,62.0,66.0,64.0,74.0,61.0,83.0,62.0,54.0,59.0,56.0,57.0,58.0,57.0
62,71.0,73.0,58.0,48.0,49.0,42.0,58.0,61.0,86.0,91.0,70.0,60.0,27.0,70.0,40.0,51.0,21.0,18.0
62,80.0,66.0,54.0,47.0,64.0,63.0,62.0,61.0,66.0,65.0,65.0,34.0,64.0,73.0,52.0,54.0,63.0,61.0
62,73.0,74.0,68.0,52.0,65.0,59.0,64.0,63.0,69.0,72.0,77.0,60.0,41.0,65.0,64.0,55.0,33.0,28.0
62,63.0,49.0,56.0,46.0,69.0,68.0,66.0,67.0,66.0,62.0,67.0,57.0,43.0,48.0,65.0,67.0,36.0,35.0
62,86.0,71.0,31.0,28.0,57.0,51.0,61.0,60.0,87.0,87.0,88.0,55.0,42.0,74.0,52.0,50.0,31.0,32.0
62,66.0,69.0,72.0,66.0,62.0,58.0,58.0,62.0,57.0,54.0,61.0,66.0,63.0,67.0,62.0,61.0,63.0,57.0
62,50.0,56.0,67.0,46.0,62.0,63.0,56.0,59.0,47.0,38.0,51.0,56.0,82.0,55.0,59.0,63.0,66.0,64.0
62,90.0,59.0,53.0,40.0,57.0,54.0,67.0,66.0,62.0,72.0,78.0,62.0,33.0,88.0,59.0,60.0,40.0,35.0
62,60.0,81.0,74.0,45.0,59.0,57.0,54.0,56.0,59.0,65.0,64.0,70.0,78.0,60.0,54.0,60.0,63.0,57.0
62,38.0,59.0,76.0,66.0,54.0,49.0,35.0,45.0,37.0,52.0,42.0,48.0,63.0,70.0,35.0,50.0,62.0,65.0
62,70.0,58.0,63.0,52.0,48.0,28.0,62.0,61.0,79.0,75.0,66.0,63.0,36.0,68.0,50.0,53.0,20.0,19.0
62,81.0,66.0,57.0,45.0,56.0,54.0,59.0,59.0,80.0,83.0,85.0,57.0,43.0,54.0,55.0,42.0,45.0,47.0
62,68.0,72.0,67.0,46.0,62.0,60.0,68.0,66.0,80.0,74.0,77.0,60.0,32.0,47.0,44.0,53.0,20.0,17.0
62,75.0,64.0,66.0,64.0,59.0,52.0,53.0,67.0,60.0,65.0,67.0,50.0,65.0,73.0,52.0,56.0,63.0,62.0
62,64.0,70.0,61.0,46.0,66.0,60.0,61.0,69.0,67.0,66.0,52.0,62.0,56.0,59.0,44.0,67.0,57.0,55.0
62,71.0,85.0,65.0,50.0,56.0,55.0,55.0,51.0,72.0,66.0,74.0,27.0,75.0,69.0,51.0,59.0,58.0,63.0
62,62.0,57.0,61.0,61.0,52.0,32.0,59.0,59.0,61.0,63.0,57.0,66.0,31.0,73.0,53.0,47.0,17.0,20.0
62,78.0,67.0,63.0,52.0,56.0,53.0,56.0,58.0,74.0,75.0,67.0,52.0,67.0,63.0,51.0,55.0,60.0,64.0
62,64.0,75.0,75.0,46.0,60.0,55.0,58.0,60.0,68.0,65.0,59.0,49.0,77.0,56.0,59.0,50.0,60.0,58.0
62,76.0,34.0,34.0,39.0,61.0,48.0,73.0,70.0,68.0,64.0,73.0,43.0,29.0,62.0,53.0,46.0,19.0,22.0
62,67.0,63.0,74.0,71.0,46.0,41.0,65.0,60.0,69.0,63.0,63.0,62.0,64.0,87.0,56.0,65.0,22.0,22.0
62,76.0,75.0,62.0,44.0,68.0,65.0,52.0,65.0,64.0,66.0,77.0,56.0,37.0,55.0,61.0,53.0,40.0,38.0
62,71.0,66.0,59.0,33.0,61.0,50.0,62.0,58.0,79.0,80.0,67.0,35.0,46.0,61.0,29.0,47.0,62.0,58.0
62,73.0,72.0,81.0,45.0,61.0,61.0,64.0,63.0,45.0,44.0,61.0,70.0,77.0,53.0,63.0,72.0,58.0,54.0
62,57.0,59.0,80.0,63.0,67.0,65.0,52.0,58.0,49.0,59.0,30.0,54.0,63.0,61.0,63.0,57.0,59.0,59.0
62,34.0,74.0,82.0,65.0,54.0,42.0,21.0,44.0,48.0,45.0,46.0,39.0,60.0,71.0,35.0,46.0,61.0,59.0
62,81.0,69.0,43.0,56.0,52.0,47.0,50.0,52.0,67.0,68.0,60.0,42.0,60.0,64.0,44.0,54.0,62.0,64.0
62,68.0,80.0,79.0,56.0,63.0,59.0,57.0,63.0,55.0,54.0,72.0,65.0,77.0,86.0,59.0,63.0,63.0,59.0
62,56.0,25.0,57.0,24.0,26.0,42.0,28.0,33.0,37.0,55.0,58.0,25.0,42.0,58.0,47.0,47.0,12.0,13.0
